individuals,individual0,individual0,individual0,individual0,individual0,individual0,individual0,individual0,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual11,individual11,individual11,individual11,individual11,individual11,individual11,individual11,individual12,individual12,individual12,individual12,individual12,individual12,individual12,individual12,individual13,individual13,individual13,individual13,individual13,individual13,individual13,individual13,individual14,individual14,individual14,individual14,individual14,individual14,individual14,individual14,individual15,individual15,individual15,individual15,individual15,individual15,individual15,individual15,individual16,individual16,individual16,individual16,individual16,individual16,individual16,individual16,individual17,individual17,individual17,individual17,individual17,individual17,individual17,individual17,individual18,individual18,individual18,individual18,individual18,individual18,individual18,individual18,individual19,individual19,individual19,individual19,individual19,individual19,individual19,individual19,individual20,individual20,individual20,individual20,individual20,individual20,individual20,individual20,individual21,individual21,individual21,individual21,individual21,individual21,individual21,individual21,individual22,individual22,individual22,individual22,individual22,individual22,individual22,individual22,individual23,individual23,individual23,individual23,individual23,individual23,individual23,individual23,individual24,individual24,individual24,individual24,individual24,individual24,individual24,individual24,individual25,individual25,individual25,individual25,individual25,individual25,individual25,individual25,individual26,individual26,individual26,individual26,individual26,individual26,individual26,individual26,individual27,individual27,individual27,individual27,individual27,individual27,individual27,individual27,individual28,individual28,individual28,individual28,individual28,individual28,individual28,individual28,individual29,individual29,individual29,individual29,individual29,individual29,individual29,individual29,individual30,individual30,individual30,individual30,individual30,individual30,individual30,individual30,individual31,individual31,individual31,individual31,individual31,individual31,individual31,individual31,individual32,individual32,individual32,individual32,individual32,individual32,individual32,individual32,individual33,individual33,individual33,individual33,individual33,individual33,individual33,individual33,individual34,individual34,individual34,individual34,individual34,individual34,individual34,individual34,individual35,individual35,individual35,individual35,individual35,individual35,individual35,individual35,individual36,individual36,individual36,individual36,individual36,individual36,individual36,individual36,individual37,individual37,individual37,individual37,individual37,individual37,individual37,individual37,individual38,individual38,individual38,individual38,individual38,individual38,individual38,individual38,individual39,individual39,individual39,individual39,individual39,individual39,individual39,individual39,individual40,individual40,individual40,individual40,individual40,individual40,individual40,individual40,individual41,individual41,individual41,individual41,individual41,individual41,individual41,individual41,individual42,individual42,individual42,individual42,individual42,individual42,individual42,individual42,individual43,individual43,individual43,individual43,individual43,individual43,individual43,individual43,individual44,individual44,individual44,individual44,individual44,individual44,individual44,individual44,individual45,individual45,individual45,individual45,individual45,individual45,individual45,individual45,individual46,individual46,individual46,individual46,individual46,individual46,individual46,individual46,individual47,individual47,individual47,individual47,individual47,individual47,individual47,individual47,individual48,individual48,individual48,individual48,individual48,individual48,individual48,individual48,individual49,individual49,individual49,individual49,individual49,individual49,individual49,individual49,individual50,individual50,individual50,individual50,individual50,individual50,individual50,individual50,individual51,individual51,individual51,individual51,individual51,individual51,individual51,individual51,individual52,individual52,individual52,individual52,individual52,individual52,individual52,individual52,individual53,individual53,individual53,individual53,individual53,individual53,individual53,individual53,individual54,individual54,individual54,individual54,individual54,individual54,individual54,individual54,individual55,individual55,individual55,individual55,individual55,individual55,individual55,individual55,individual56,individual56,individual56,individual56,individual56,individual56,individual56,individual56,individual57,individual57,individual57,individual57,individual57,individual57,individual57,individual57,individual58,individual58,individual58,individual58,individual58,individual58,individual58,individual58,individual59,individual59,individual59,individual59,individual59,individual59,individual59,individual59,individual60,individual60,individual60,individual60,individual60,individual60,individual60,individual60,individual61,individual61,individual61,individual61,individual61,individual61,individual61,individual61,individual62,individual62,individual62,individual62,individual62,individual62,individual62,individual62,individual63,individual63,individual63,individual63,individual63,individual63,individual63,individual63
1372,1328.9303944315545,,1286.3039443155453,,1415.0,1241.0,1373.0,1199.0,1411.7844036697247,,1755.6834862385322,,1498.0,1324.0,1842.0,1668.0,1908.672064777328,,1207.1902834008097,,1995.0,1821.0,1294.0,1120.0,1749.820459290188,,1141.0438413361169,,1836.0,1662.0,1228.0,1054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,1329.5386416861827,,1286.8501170960187,,1416.0,1242.0,1373.0,1199.0,1412.2625570776256,,1754.9634703196348,,1499.0,1325.0,1841.0,1667.0,1908.9078156312626,,1206.5571142284568,,1995.0,1821.0,1293.0,1119.0,1750.1628392484342,,1140.0542797494782,,1837.0,1663.0,1227.0,1053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1330.3076923076924,,1287.6573426573427,,1417.0,1243.0,1374.0,1200.0,1412.837528604119,,1754.1601830663615,,1499.0,1325.0,1841.0,1667.0,1909.1270161290322,,1205.5504032258063,,1996.0,1822.0,1292.0,1118.0,1750.3522012578617,,1139.182389937107,,1837.0,1663.0,1226.0,1052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,1330.8459770114941,,1288.1471264367817,,1417.0,1243.0,1375.0,1201.0,1413.0068807339449,,1753.633027522936,,1500.0,1326.0,1840.0,1666.0,1909.408906882591,,1205.002024291498,,1996.0,1822.0,1292.0,1118.0,1750.5861344537816,,1138.1743697478992,,1837.0,1663.0,1225.0,1051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,1331.445475638051,,1288.6774941995359,,1418.0,1244.0,1375.0,1201.0,1413.2204176334108,,1753.1276102088168,,1500.0,1326.0,1840.0,1666.0,1909.74,,1204.046,,1996.0,1822.0,1291.0,1117.0,1750.76582278481,,1137.048523206751,,1837.0,1663.0,1224.0,1050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,1331.73732718894,,1288.9032258064517,,1418.0,1244.0,1375.0,1201.0,1413.8818181818183,,1752.0727272727272,,1500.0,1326.0,1839.0,1665.0,1909.9737373737373,,1203.1454545454546,,1996.0,1822.0,1290.0,1116.0,1750.878661087866,,1136.0857740585775,,1837.0,1663.0,1223.0,1049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,1332.6689814814815,,1289.7592592592594,,1419.0,1245.0,1376.0,1202.0,1414.5046296296296,,1751.3078703703704,,1501.0,1327.0,1838.0,1664.0,1910.2995951417004,,1202.2064777327935,,1997.0,1823.0,1289.0,1115.0,1751.0723140495868,,1135.2314049586778,,1838.0,1664.0,1222.0,1048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,1333.1782407407406,,1290.3194444444443,,1420.0,1246.0,1377.0,1203.0,1415.1070615034168,,1750.3599088838268,,1502.0,1328.0,1837.0,1663.0,1910.6012145748987,,1201.3461538461538,,1997.0,1823.0,1288.0,1114.0,1751.1580041580041,,1134.002079002079,,1838.0,1664.0,1221.0,1047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,1333.794930875576,,1290.9539170506912,,1420.0,1246.0,1377.0,1203.0,1415.6726862302482,,1749.5936794582392,,1502.0,1328.0,1836.0,1662.0,1910.935871743487,,1200.4468937875752,,1997.0,1823.0,1287.0,1113.0,1751.5199161425576,,1132.9266247379455,,1838.0,1664.0,1219.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,1334.4505747126436,,1291.4298850574712,,1421.0,1247.0,1378.0,1204.0,1416.4194260485651,,1748.5761589403974,,1503.0,1329.0,1835.0,1661.0,1911.133064516129,,1199.6774193548388,,1998.0,1824.0,1286.0,1112.0,1751.6,,1131.7917525773196,,1838.0,1664.0,1218.0,1044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,1334.9078341013824,,1291.8778801843318,,1421.0,1247.0,1378.0,1204.0,1416.96875,,1747.7098214285713,,1503.0,1329.0,1834.0,1660.0,1911.4112903225807,,1198.9173387096773,,1998.0,1824.0,1285.0,1111.0,1752.027139874739,,1130.5240083507306,,1839.0,1665.0,1217.0,1043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,1335.8208616780046,,1292.7278911564626,,1422.0,1248.0,1379.0,1205.0,1417.7466367713005,,1746.5829596412557,,1504.0,1330.0,1833.0,1659.0,1911.620202020202,,1197.941414141414,,1998.0,1824.0,1284.0,1110.0,1752.4273684210527,,1129.183157894737,,1839.0,1665.0,1216.0,1042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,1336.2149321266968,,1293.1447963800906,,1423.0,1249.0,1380.0,1206.0,1418.2755555555555,,1745.6422222222222,,1505.0,1331.0,1832.0,1658.0,1911.7636363636364,,1197.389898989899,,1998.0,1824.0,1284.0,1110.0,1752.56875,,1128.3395833333334,,1839.0,1665.0,1215.0,1041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,1336.9525959367945,,1293.7607223476298,,1423.0,1249.0,1380.0,1206.0,1418.8935698447895,,1744.69844789357,,1505.0,1331.0,1831.0,1657.0,1911.929435483871,,1196.8810483870968,,1998.0,1824.0,1283.0,1109.0,1752.7432150313152,,1127.1022964509395,,1839.0,1665.0,1214.0,1040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,1337.2380952380952,,1294.0181405895692,,1424.0,1250.0,1381.0,1207.0,1419.2128603104213,,1744.128603104213,,1506.0,1332.0,1831.0,1657.0,1912.1825557809332,,1195.9046653144017,,1999.0,1825.0,1282.0,1108.0,1752.9690721649486,,1125.8536082474227,,1839.0,1665.0,1212.0,1038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,1337.9111617312074,,1294.6469248291571,,1424.0,1250.0,1381.0,1207.0,1419.7098214285713,,1743.2410714285713,,1506.0,1332.0,1830.0,1656.0,1912.3603238866397,,1195.2692307692307,,1999.0,1825.0,1282.0,1108.0,1753.3312101910828,,1124.67940552017,,1840.0,1666.0,1211.0,1037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,1338.5893271461716,,1295.3457076566126,,1425.0,1251.0,1382.0,1208.0,1419.9340909090909,,1742.8818181818183,,1506.0,1332.0,1829.0,1655.0,1912.5465587044534,,1194.3603238866397,,1999.0,1825.0,1281.0,1107.0,1753.440082644628,,1123.564049586777,,1840.0,1666.0,1210.0,1036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1339.4147465437788,,1295.947004608295,,1426.0,1252.0,1382.0,1208.0,1420.435267857143,,1741.8236607142858,,1507.0,1333.0,1828.0,1654.0,1912.7065868263473,,1193.6686626746507,,1999.0,1825.0,1280.0,1106.0,1753.622406639004,,1122.655601659751,,1840.0,1666.0,1209.0,1035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
